,Unnamed: 0,id,created_at,text,categories,Policy,Republican candidates,Polls,Attacking media,Democratic candidates,Attacking women (excluding Clinton),Kasich,Bush,Cruz,Rubio,Clinton,is_retweet,exclamation_count
227,227,6.611568237230367e+17,2015-11-02 12:24:05,".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll, even crazy @CNBC. Marco good looking?","Attacking media, Polls, Rubio",False,False,True,True,False,False,False,False,False,True,False,False,0
228,228,6.609984991530926e+17,2015-11-02 01:54:57,"Thank you @JoeTrippi for the nice, and true, words on #Media Buzz with terrific Howie Kurtz. Leading New Hampshire 30 to 12. @FoxNews","Attacking media, Polls",False,False,True,True,False,False,False,False,False,False,False,False,0
229,229,6.60649680146178e+17,2015-11-01 02:48:52,"""@PaulaPedene: Trump Leads GOP, Carson Stays Strong, Rubio 3rd: Poll https://t.co/7dfIDd0Edn""","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,0
230,230,6.60585665877418e+17,2015-10-31 22:34:30,"""@hillx123: @realDonaldTrump #MakeAmericaGreatAgain https://t.co/NbiUrwMY37"" Leading big Nationwide in Reuters poll - great!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
231,231,6.605831027927695e+17,2015-10-31 22:24:19,Thank you James Freeman of the @WSJ for the very nice words. All polls said I won the debate except NBC (3rd). Explain to Daniel Henninger!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
232,232,6.60462589055533e+17,2015-10-31 14:25:26,"""@Maxinerunner: @realDonaldTrump surges in Post-debate Poll! Trump puts US 1st and foremost  @BraveLad @TIMENOUT https://t.co/bTKoYjdPD0""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
233,233,6.604306667278213e+17,2015-10-31 12:18:35,The new NBC POLL has me in first place but said I was third in the debate - I demand a recount (just kidding!). EVERY other poll had me #1.,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
234,234,6.603032276536607e+17,2015-10-31 03:52:11,"""@JackDix03868724: Arizona polls for Democrats only say they would prefer Donald Trump over Hillary Clinton 60%""","Polls, Democratic candidates, Clinton",False,False,True,False,True,False,False,False,False,False,True,False,0
235,235,6.602959384314307e+17,2015-10-31 03:23:14,"""@dblack15nc: @realDonaldTrump https://t.co/7IfJNe4XHn Republican is 28%; support for Carson is 23%.""  Poll used by @megynkelly last month","Polls, Carson",False,False,True,False,False,False,False,False,False,False,False,False,0
236,236,6.602635027419628e+17,2015-10-31 01:14:20,"""@Parker_Votes: Everyone under 10% in polls should DROP OUT and support TRUMP @realDonaldTrump https://t.co/zu1QL95XqQ""  Great idea!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
237,237,6.601769624770068e+17,2015-10-30 19:30:28,"Donald Trump Leads Polls in Florida
  https://t.co/EhSFxH8N8U","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
238,238,6.601364911763005e+17,2015-10-30 16:49:38,Thank you @Morning_Joe for explaining to @CNN and @andersoncooper and so many others that I am leading in almost all national &amp; state polls.,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
239,239,6.599191603408036e+17,2015-10-30 02:26:03,Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!,"Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,2
240,240,6.599124459228447e+17,2015-10-30 01:59:22,My interview on @ThisWeekABC with @GStephanopoulos had a 40%+ ratings increase over same Sunday last year. 20% over last week.,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
241,241,6.597518223750185e+17,2015-10-29 15:21:06,CNBC poll: Trump won #GOPDebate #MakeAmericaGreatAgain #Trump2016 https://t.co/JEyniIGJPJ https://t.co/wEdauo3Drm,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
242,242,6.597419878939853e+17,2015-10-29 14:42:01,"""@DRUDGE_REPORT: TRUMP WINS CNBC INSTANT POLL; RUBIO SECOND... DEVELOPING... https://t.co/6fnTksKipQ""","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,0
243,243,6.597203091430072e+17,2015-10-29 13:15:53,"""@eVDefuse: @realDonaldTrump they should just let you be president already, you're already leading in the polls.""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
244,244,6.596838663371284e+17,2015-10-29 10:51:04,"""@iStandWithUSA: 62% said that @realDonaldTrump won #GOP Debate Vote your stand: https://t.co/l3XVkWXIEP #USA #Election2016","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
245,245,6.596835429814354e+17,2015-10-29 10:49:47,"""@GravisMarketing: @OANN Gravis Marketing Poll @realDonaldTrump leading. https://t.co/5bPZOBhz4h""  Great!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
246,246,6.596312547870884e+17,2015-10-29 07:22:01,"""@TaylorWrightAU: #Trump came out as a clear winner in the polls yet again! Next #GOPDebate we need max 5 candidates, too many on the stage!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
247,247,6.596157666778194e+17,2015-10-29 06:20:28,"""@currentlyFeed: The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner.","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
248,248,6.596155467705016e+17,2015-10-29 06:19:36,"""@ngb6060: @realDonaldTrump showing why he should be our next President. Tremendous Debate. Winning all the post Debate polls.","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
249,249,6.596101109400863e+17,2015-10-29 05:58:00,Drudge Poll on who won the 3rd #GOPDebate. Thank you! https://t.co/lCdolIJMsL,"Polls, Bush, Cruz, Rubio",False,False,True,False,False,False,False,True,True,True,False,False,1
250,250,6.596089402007798e+17,2015-10-29 05:53:20,Thank you Colorado! An honor to win @NBC @9News #GOPDebate Poll. https://t.co/rvnUQemej0,"Polls, Cruz",False,False,True,False,False,False,False,False,True,False,False,False,1
251,251,6.595722946966036e+17,2015-10-29 03:27:43,The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner. Thank you! https://t.co/3mFHLcSbwD https://t.co/ZPiXAR5rFC,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
252,252,6.595704055610778e+17,2015-10-29 03:20:13,"Thanks everyone, they all said  I won the debate. Even won the @CNBC Poll!","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
253,253,6.595115238749061e+17,2015-10-28 23:26:15,"Via @MailOnline ""Trump still in the lead by a whopping 14 points after fluke survey had put Carson on top""-  https://t.co/tfaOARLoZb","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
254,254,6.59462331034792e+17,2015-10-28 20:10:46,@CNBC  POLL  TOTAL: TRUMP 25.22  CARSON 19.78  RUBIO 9.67....,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,0
255,255,6.594351116921528e+17,2015-10-28 18:22:36,".@TheEconomist Poll, one of the most highly respected, was just released. Wow, wait until the media digests these numbers - won't be happy!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
256,256,6.594271881108562e+17,2015-10-28 17:51:07,I'm sure the media will not report the highly respected new national poll that just came out via The Economist. 32%! https://t.co/aalSqnGHa3,"Attacking media, Polls, ",False,False,True,True,False,False,False,False,False,False,False,False,1
257,257,6.593960115807437e+17,2015-10-28 15:47:14,"""@cmrose111: @realDonaldTrump  @CNBC  get your polls straight. Trump is going to win. He is the only one tough enough to run this country.""","Polls, Republican candidates, Trump",False,True,True,False,False,False,False,False,False,False,False,False,0
258,258,6.593956899489096e+17,2015-10-28 15:45:58,"""@mozarttaig1: @CNBC is trying to drive down poll numbers to install Carson - who the Establishment GOP will promptly roll. Win Don Win!""","Polls, Republican candidates, Carson",False,True,True,False,False,False,False,False,False,False,False,False,1
259,259,6.593922485896274e+17,2015-10-28 15:32:17,Does anybody think that @CNBC will get their fictitious  polling numbers corrected sometime prior to the start of the debate. Sad!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
260,260,6.593845530232545e+17,2015-10-28 15:01:42,".@CNBC continues to report fictious poll numbers. Number one, based on every statistic, is Trump (by a wide margin). They just can't say it!","Attacking media, Polls, Trump",False,False,True,True,False,False,False,False,False,False,False,False,1
261,261,6.59350587503317e+17,2015-10-28 12:46:44,"""@MarieLeff: Debate night! #TeamTrump16 is behind you 5000%  National Lead TRUMP 35.6% CARSON 21.7% https://t.co/KVgRDHlJH1""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
262,262,6.592075941505065e+17,2015-10-28 03:18:32,"""@2bigj: @realDonaldTrump A lot of people I know are voting Trump in NC none have been polled your lead is bigger than anyone can imagine.""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
263,263,6.591241010140078e+17,2015-10-27 21:46:46,"Just out, wonderful poll in North Carolina. #Trump2016 
#MakeAmericaGreatAgain 
https://t.co/xdZGkdtNev","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
264,264,6.59082604721918e+17,2015-10-27 19:01:52,"""@Indies4Trump:  @HuffPostPol composite national poll #MakeAmericaGreatAgain #Trump2016 #TrumpTrain... https://t.co/VKDiYgpCEI""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
265,265,6.590820537204163e+17,2015-10-27 18:59:41,"""@faagifts: @OANN WTG, GREAT JOB. U R THE BEST PICK OUT OF ALL OF THE CANDIDATES &amp; OHIO KNOWS THIS 2.THAT IS WHY U R LEADING THERE TOO""","Republican candidates, Polls, Kasich",False,True,True,False,False,False,True,False,False,False,False,False,0
266,266,6.590735662568202e+17,2015-10-27 18:25:57,National GOP Presidential Poll via @OANN @realDonaldTrump 35.6% #Trump2016 https://t.co/Mvcj1ZH3Ql,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
267,267,6.590404420052582e+17,2015-10-27 16:14:20,"""Trump's National Lead Increases to 35.6% Going into the Third GOP Debate it's Trump, Carson and Rubio"" https://t.co/8SJazkQ3I1 …","Polls, Republican candidates, Rubio",False,True,True,False,False,False,False,False,False,True,False,False,0
268,268,6.59017613348098e+17,2015-10-27 14:43:37,New Gravis national poll just out --- 36%! Very nice! #MakeAmericaGreatAgain,"Polls, ",False,False,True,False,False,False,False,False,False,False,False,False,2
269,269,6.589771555321283e+17,2015-10-27 12:02:51,"""@RhatPatriot: @FoxBusiness @realDonaldTrump   Why not post the other polls where Trump has 40 percent and Carson is in the teens? Strange?""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
270,270,6.587209928067031e+17,2015-10-26 19:04:57,RT @FoxBusiness: New poll shows @realDonaldTrump and @RealBenCarson are tied atop the #GOP field in Iowa. https://t.co/syPMypwE0E,"Polls, Trump, Carson",False,False,True,False,False,False,False,False,False,False,False,True,0
271,271,6.58435e+17,2015-10-26 00:06:43,"Leaving for New Hampshire now. Will be doing the @TODAYshow there, live at 7:00 A.M. New @CBSNews Poll of New Hampshire: Trump 38 Carson 12!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
272,272,6.583627907179479e+17,2015-10-25 19:21:35,"""@curtismuddog:  @ByronYork Latest Poll shows Donald Trump winning 70% of Electoral Vote Against Hillary Clinton! https://t.co/OT98Y8f0GE""","Polls, Democratic candidates, Clinton",False,False,True,False,True,False,False,False,False,False,True,False,1
273,273,6.583624353934746e+17,2015-10-25 19:20:11,"""@cospy8: @realDonaldTrump @ByronYork @CBSNews @CNN WAY ahead in all the polls that matter. TRUMP FOR PRESIDENT""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
274,274,6.583514607202263e+17,2015-10-25 18:36:34,.@ByronYork  Great numbers from @CBSNews Poll. Also from ABC-Washington Post Poll. Thank you!  @CNN,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
275,275,6.583406275921715e+17,2015-10-25 17:53:31,Do you believe that @FoxNews is still playing up the old Iowa poll numbers and no mention of the ABCWashington Post or just out CBS results?,"Attacking media, Polls, ",False,False,True,True,False,False,False,False,False,False,False,False,0
276,276,6.5831506973918e+17,2015-10-25 16:11:58,.@CBSNews Poll - WOW!  New Hampshire  TRUMP 38% CARSON 12% BUSH 8%  South Carolina TRUMP 40% CARSON 23% CRUZ 8% Iowa TRUMP 27% CARSON 27%,"Polls, Bush, Cruz",False,False,True,False,False,False,False,True,True,False,False,False,1
277,277,6.582893739941601e+17,2015-10-25 14:29:51,"Watch my interview on @CBSNews Face The Nation now and, also, the new CBS POLLS which, if good for me, the media won't report!","Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,1
278,278,6.582770662872269e+17,2015-10-25 13:40:57,Big poll comes out today on Face The Nation at 10:30 on @CBSNews.,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
279,279,6.582411631372575e+17,2015-10-25 11:18:17,A big POLL will be announced this morning on @CBSNews  Face The Nation. I wonder if I do well if the press will report the results? Doubt it,Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
280,280,6.581276051414794e+17,2015-10-25 03:47:03,"""@aviv1818: Trumpachusetts: Donald Trump Tops Poll of Bay State Voters: https://t.co/VC6mogbdMt @foxnewspolitics AC360""  Thanks, great news","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
281,281,6.58123832264405e+17,2015-10-25 03:32:03,"""@christotepis: Donald Trump Leads in Expectations, Shows Strength on Attributes (POLL) - ABC News - https://t.co/5YvRmCqL6B via @ABC""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
282,282,6.578737150746378e+17,2015-10-24 10:58:11,"""@santiagos58: YouGov National Poll  Donald Trump Continues To Dominate Field With All Demographics. The Last Refuge https://t.co/HrMActE2e6","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
283,283,6.568425974791373e+17,2015-10-21 14:40:53,RT @DiamondandSilk: A New Poll shows .@realDonaldTrump will most likely win the GOP Nomination.  @DiamondandSilk #stump4trumpbaby! https://…,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,True,1
284,284,6.56819122202923e+17,2015-10-21 13:07:36,RT @johnrobertsFox: New @WashPostDC poll shows @realDonaldTrump with a commanding lead - 10 points above his closest competition @RealBenCa…,"Polls, Trump, Cruz",False,False,True,False,False,False,False,False,True,False,False,True,0
285,285,6.568189744543621e+17,2015-10-21 13:07:01,"RT @johnrobertsFox: New @washingtonpost poll finds ""lean Republicans"" think @realDonaldTrump most likely to be GOP nominee and has best cha…","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,True,0
286,286,6.567953609003336e+17,2015-10-21 11:33:11,"New poll by ABC News/Washington Post  TRUMP 32  CARSON 22  RUBIO 10  BUSH 7  Wow, how will the media put a negative spin on this one?","Polls, Attacking media, Rubio, Bush",False,False,True,True,False,False,False,True,False,True,False,False,0
287,287,6.567903805501809e+17,2015-10-21 11:13:23,"""@dcexaminer: Rasmussen: @realDonaldTrump now beats @HillaryClinton 38%-36% nationally https://t.co/NuNulI0Voi https://t.co/1BAPAKad62""","Polls, Clinton",False,False,True,False,False,False,False,False,False,False,True,False,0
288,288,6.567823962647224e+17,2015-10-21 10:41:40,I will be interviewed on @GMA Good Morning America at 7:00 A.M. @ABC will be announcing new poll numbers. MAKE AMERICA GREAT AGAIN!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
289,289,6.56781160421421e+17,2015-10-21 10:36:45,Just out: Boston Herald/Franklin Pierce Poll  N.H.  TRUMP 28 (up 10)  CARSON 16  BUSH 9  RUBIO 6  CRUZ 5  Press will say they are surging!,"Polls, Bush, Rubio, Cruz",False,False,True,False,False,False,False,True,True,True,False,False,1
290,290,6.566780590981652e+17,2015-10-21 03:47:04,"""@piersmorgan: Donald Trump still dominating all polls, debate, cable news, gossip...everything. The GOP nomination is his, he rarely loses!","Polls, Republican candidates, Trump",False,True,True,False,False,False,False,False,False,False,False,False,1
291,291,6.566628869583954e+17,2015-10-21 02:46:47,I will be interviewed on @GMA Good Morning America tomorrow at 7:00 A.M. Big new ABC poll coming out - I hope I do well!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
292,292,6.566274280943124e+17,2015-10-21 00:25:53,"""@Portosj81J: @realDonaldTrump #Trump2016 #Trump hits his highest poll number yet; #Carson, #Rubio make small gains https://t.co/1f8dmS2Uza","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,0
293,293,6.566263817746514e+17,2015-10-21 00:21:43,".@KarlRove  Had my best day ever in the polls, one had me at 41% - Morning Consult. Boston Globe, Monmouth, NBC and CNN all great. More!",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
294,294,6.565560690623324e+17,2015-10-20 19:42:19,"""Donald Trump tops Franklin-Pierce/Herald poll at 28 percent in N.H.""  https://t.co/gXXJ4YhKIW","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
295,295,6.565537428593746e+17,2015-10-20 19:33:05,"Lots of great new polls--big leads!  https://t.co/Og4SN4eXbO
   
  https://t.co/xJaAWC9RgO
   
  https://t.co/8FyxYEna0h",Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
296,296,6.563029305350554e+17,2015-10-20 02:56:26,"""@nickmichaels12: Since late July 2015, DJT consistently been the front-runner in public opinion polls for the Republican Party nomination.","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
297,297,6.561634730349978e+17,2015-10-19 17:42:17,"NEW POLL: Trump Blue Collar Support highest since FDR in 1930s--WOW! 
http://t.co/fnRIXJWCVf","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,1
298,298,6.558540908456182e+17,2015-10-18 21:12:55,"""@RD_2008: @JebBush Quit Jeb Quit. Your poll is even lower than your apprentice Rubio. @realDonaldTrump""","Polls, Republican candidates, Bush, Rubio",False,True,True,False,False,False,False,True,False,True,False,False,0
299,299,6.557245427746816e+17,2015-10-18 12:38:08,"""@ClaytonMorris: Donald Trump is so far ahead in two key state polls.  http://t.co/AtdlgoZXzB http://t.co/b8SWhe6HTB""  Thanks Clayton","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
300,300,6.555312447683584e+17,2015-10-17 23:50:02,Good news for those that want to Make America Great Again - I am winning every poll in every STATE and NATIONAL - and by big numbers! Thanks,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
301,301,6.554134471785185e+17,2015-10-17 16:01:57,Via Business Insider: Donald Trump's Poll Dominance in 2 Key States is Mind-Blowing- http://t.co/FqIApU6gVC,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
302,302,6.551331867254088e+17,2015-10-16 21:28:18,A great new poll-33%! http://t.co/3EheiVyD5A,"Polls, ",False,False,True,False,False,False,False,False,False,False,False,False,1
303,303,6.550046221725942e+17,2015-10-16 12:57:25,.@scottienhughes  Keep up the great work Scottie. Polls are best ever!,Polls,False,False,True,False,False,False,False,False,False,False,False,False,1
304,304,6.548500293504614e+17,2015-10-16 02:43:08,"""@Hohummm: Did you also hear Megyn say ""Carson is the front-runner ...according so some polls ..tied in other polls"" OUTRIGHT LIE!""  Hatred!","Polls, Attacking media, Carson",False,False,True,True,False,False,False,False,False,False,False,False,2
305,305,6.548448319031706e+17,2015-10-16 02:22:29,"Every poll, Time, Drudge, Slate and others, said I won both debates - but heard Megyn Kelly had her two puppets say bad stuff. I don't watch","Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,0
306,306,6.548392276125491e+17,2015-10-16 02:00:12,"Megyn Kelly has two really dumb puppets, Chris Stirewalt &amp; Marc Threaten (a Bushy) who do exactly what she says. All polls say I won debates","Attacking media, Polls, Bush",False,False,True,True,False,False,False,True,False,False,False,False,0
307,307,6.543682816928727e+17,2015-10-14 18:48:50,CNN Poll just out on South Carolina – great #’s http://t.co/E6do3oi10Z,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,0
308,308,6.543620113468375e+17,2015-10-14 18:23:55,"CNN/ORC Poll results just out for Nevada—WOW! Trump 38, Carson 22, Fiorina 8, Bush 6, Cruz 4
  http://t.co/X2Kv6qzPia","Polls, Bush, Cruz",False,False,True,False,False,False,False,True,True,False,False,False,1
309,309,6.540862711580672e+17,2015-10-14 00:08:14,"Should be interesting but too bad the three guys at《1% will be taking up so much time -  but who knows, maybe a star will be born (unlikely)",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
310,310,6.539270345829253e+17,2015-10-13 13:35:29,"Very honored: ""Trump Is Tops As Clinton Drops In Connecticut Primaries, Quinnipiac University Poll Finds""     
http://t.co/6d8WiLa8fB","Polls, Clinton",False,False,True,False,False,False,False,False,False,False,True,False,0
311,311,6.538586828082053e+17,2015-10-13 09:03:52,"""@TopherCarlton: .@JebBush Sickening attempt. I hope .@realDonaldTrump jumps another 10 points. #WakeUpAmerica https://t.co/GT86RlB0t3""","Attacking media, Republican candidates, Bush, Trump",False,True,False,True,False,False,False,True,False,False,False,False,0
312,312,6.529261401480069e+17,2015-10-10 19:18:17,"Via Breitbart - ""Riding High in Polls Donald Trump Storms the American South to Overflow Crowds in Georgia""
http://t.co/iLcaMZxc82","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
313,313,6.528429967953142e+17,2015-10-10 13:47:54,"I'm leading big in every poll and we are going to WIN! Remember, Trump NEVER gives up!","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,2
314,314,6.526154185159557e+17,2015-10-09 22:43:35,"Great Gravis Poll on the great state of NH. Also, watch @FaceTheNation on CBS &amp; @HowardKurtz #mediabuzz -- both on Sunday.",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
315,315,6.525831108617871e+17,2015-10-09 20:35:12,"New Gravis Poll in NH just out:  Trump 32%, Carson 13%  http://t.co/mJcWOEijkv",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
316,316,6.52567315863765e+17,2015-10-09 19:32:26,"""@JBOD2001 @realDonaldTrump yeah, you're really wearing out your welcome.  Who's dominating the polls? YOU!!! Go Trump!""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,4
317,317,6.519077584432497e+17,2015-10-07 23:51:36,"Just arrived in Las Vegas for a packed house speech tomorrow. Big poll results today, Leading big everywhere. MAKE AMERICA GREAT AGAIN!","Polls, Republican candidates",False,True,True,False,False,False,False,False,False,False,False,False,1
318,318,6.518419236705362e+17,2015-10-07 19:29:59,Just found out I won the Rockingham County Republican Booth Straw Poll at the Deerfield Fair in New Hampshire this past weekend. 39% ---Wow!,"Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,1
319,319,6.517939076599849e+17,2015-10-07 16:19:11,RT @TeamCavuto: .@realDonaldTrump is leading @RealBenCarson in new Quinnipiac poll @FoxBusiness http://t.co/OY8lDZ6tn5,"Polls, Trump, Carson",False,False,True,False,False,False,False,False,False,False,False,True,0
320,320,6.517688139067515e+17,2015-10-07 14:39:29,"Heading to a packed house in Waterloo, Iowa! Will celebrate today's great poll numbers together. See you soon!","Polls, Rubio",False,False,True,False,False,False,False,False,False,True,False,False,2
321,321,6.515959647053414e+17,2015-10-07 03:12:38,"""@trumpgasm: NEW- 10/6/15 REUTERS IPSOS POLL DONALD TRUMP CONTINUES TO DOMINATE! OVER 37%!! http://t.co/qBsldeV4je http://t.co/GCtpS1WfeQ""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,3
322,322,6.515481415069696e+17,2015-10-07 00:02:36,"""@darcy027027:  @GardiBates @ananavarro @CNN Just In! 10/6/15 Morning Poll Trump +18% Trump 31 Carson 13 Rubio 10 Bush 7 Fiorina 6""","Polls, Trump, Rubio, Bush",False,False,True,False,False,False,False,True,False,True,False,False,1
323,323,6.513595555286016e+17,2015-10-06 11:33:14,"""@realbigstriper: @ChrisCuomo Pew poll: @realDonaldTrump holds commanding lead @CNNPolitics http://t.co/iw2vk9Wx9L""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
324,324,6.512008660457062e+17,2015-10-06 01:02:39,"""@Knight276: @Writeonright @Real_Carl_Icahn @DanScavino @realDonaldTrump media is confused they bash trump he rises in polls!""","Attacking media, Polls, Trump",False,False,True,True,False,False,False,False,False,False,False,False,1
325,325,6.511841803200471e+17,2015-10-05 23:56:21,"""@WayneDupreeShow: HEADLINES: Donald Trump maintains huge lead on opponents as polls go #KeepingItReal http://t.co/AsRJp5AcmZ""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
326,326,6.507862955900682e+17,2015-10-04 21:35:18,"I'm leading by big margins in every poll but the press keeps asking, would you ever get out? They are just troublemakers, I'm going to win!","Polls, Attacking media",False,False,True,True,False,False,False,False,False,False,False,False,1
327,327,6.501324872768594e+17,2015-10-03 02:17:18,"""@HowardKurtz: Trump's big lead in a new poll and whether Jeb's ""stuff happens"" was taken out of context with @megynkelly tonight"" Thanks H!","Polls, Bush",False,False,True,False,False,False,False,True,False,False,False,False,1
328,328,6.501284824423424e+17,2015-10-03 02:01:23,"""@valerieannt:  @DRUDGE_REPORT @JebBush Jeb you are falling in polls because conservatives feel that you cannot #MakeAmericaGreatAgain""","Polls, Republican candidates, Bush",False,True,True,False,False,False,False,True,False,False,False,False,0
329,329,6.501275558450504e+17,2015-10-03 01:57:42,"""@TheNewsClub_US: RT  ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY""",Polls,False,False,True,False,False,False,False,False,False,False,False,False,0
330,330,6.501254127277179e+17,2015-10-03 01:49:11,"""@MNManstein2: Polling Convergence - OAN/GRAVIS and Reuters Show Donald Trump Surging With 34 - 35% Support... http://t.co/ckXH2JfBNt via","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
331,331,6.501066318004224e+17,2015-10-03 00:34:34,"""@swterry91: Donald Trump Leads by 9 Points in Pew Poll – Jeb Bush in Free Fall #tcot http://t.co/uyxre0ei92""","Polls, Bush",False,False,True,False,False,False,False,True,False,False,False,False,0
332,332,6.495592031248056e+17,2015-10-01 12:19:16,"""@JoyCardinShow: Latest @MULawPoll finds @ScottWalker at 37 percent approval, @realDonaldTrump leading GOP in #Wisconsin.","Polls, Republican candidates, Trump, Walker",False,True,True,False,False,False,False,False,False,False,False,False,0
333,333,6.493164614255944e+17,2015-09-30 20:14:42,"Interesting, polls on who won the GOP debate. http://t.co/iB6NGQsg5v","Polls, Cruz, Rubio",False,False,True,False,False,False,False,False,True,True,False,False,0
334,334,6.492634059420754e+17,2015-09-30 16:43:53,Great news! Just out--the highly respected USA Today/Suffolk University Poll. Enjoy! https://t.co/11pDloDTHV,Polls,False,False,True,False,False,False,False,False,False,False,False,False,2
335,335,6.488760072445829e+17,2015-09-29 15:04:30,I hope when Rand Paul gets out of the race—he is at 1%--his supporters come over to me. I will do a much better job for them.,"Republican candidates, Polls, Cruz",False,True,True,False,False,False,False,False,True,False,False,False,0
336,336,6.488759682753044e+17,2015-09-29 15:04:21,Prediction: Rand Paul has been driven out of the race by my statements about him-- he will announce soon. 1%!,"Attacking media, Republican candidates, Paul",False,True,False,True,False,False,False,False,False,False,False,False,1
337,337,6.485840200460083e+17,2015-09-28 19:44:15,Zogby Poll: Trump Widens Lead After GOP Debate  http://t.co/YAZyKwVxNJ,"Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
338,338,6.483242282200883e+17,2015-09-28 02:31:55,"""@SkyeShepard: Trump went way up in my 'poll' when he said he'd take money from what US is giving 2 other countries 2 save social security""","Polls, Trump",False,False,True,False,False,False,False,False,False,False,False,False,0
339,339,6.477606652775301e+17,2015-09-26 13:12:32,"Marco Rubio is a member of the Gang Of Eight or, very weak on stopping illegal immigration. Only changed when poll numbers crashed.","Policy, Republican candidates, Rubio",True,True,False,False,False,False,False,False,False,True,False,False,0
